ID,Name,Type,Continent,Superregion,Region,Area
1883,Western Finnish Lakes,Lake,,,,
1884,East Finnish Lakes,Lake,,,,
1885,Central Finnish Lakes,Lake,,,,
1886,Storavan,Lake,,,,
1887,Storsjön,Lake,,,,
1888,Kara Sea,Lake,,,,
1889,Lake Geneva,Lake,,,,
1890,Lake Constance,Lake,,,,
1891,Lake Tuz,Lake,,,,
1892,Lake Van,Lake,,,,
1893,Lake Urmia,Lake,,,,
1894,Sevan Lake,Lake,,,,
1895,Lake Taihu,Lake,,,,
1896,Lake Hongze,Lake,,,,
1897,Dongting,Lake,,,,
1898,Tonlé Sap Lake,Lake,,,,
1899,Tana Lake,Lake,,,,
1900,Lake Turkana,Lake,,,,
1901,Mpangu,Land,Africa,Southern Africa,Congo,Kongo
1902,Lake Poopo,Lake,,,,
1903,Lake Champlain,Lake,,,,
1904,Lake Saint-Jean,Lake,,,,
1905,Lake Manicouagan,Lake,,,,
1906,Lake Michikamau,Lake,,,,
1907,Lake Bienville,Lake,,,,
1908,Clearwater Lakes,Lake,,,,
1909,Lake Minto,Lake,,,,
1910,La Grande River,Lake,,,,
1911,Lake Island,Lake,,,,
1912,Lake Reindeer,Lake,,,,
1913,Wollaston Lake,Lake,,,,
1914,Great Slave Lake,Lake,,,,
1915,Lake Athabasca,Lake,,,,
1916,Dubawni Lake,Lake,,,,
1917,Yathkyed Lake,Lake,,,,
1918,Kasba Lake,Lake,,,,
1919,Nueltin Lake,Lake,,,,
1920,Wholdaia Lake,Lake,,,,
1921,Peter Pond Lake,Lake,,,,
1922,Great Salt Lake,Lake,,,,
1923,Williston Lake,Lake,,,,
1924,Greenland Tip,Sea,,North Atlantic,North Atlantic,Denmark Strait
1925,Tana,Land,Africa,Southern Africa,Central Africa,Kenya
1926,Northern Baltic Sea,Inland sea,Europe,North Atlantic,Baltic Sea,Baltic Sea
1927,Eastern Baltic Sea,Inland sea,,North Atlantic,Baltic Sea,Baltic Sea
1928,Western Sea of Åland,Inland sea,,North Atlantic,Baltic Sea,Baltic Sea
1929,Western Norwegian Sea,Sea,,North Atlantic,North Atlantic,Norwegian Sea
1930,Åland,Land,Europe,Western Europe,Scandinavia,Östra Svealand
1931,East Frisia,Land,Europe,Western Europe,Low Countries,Frisia
1932,Gulf of Satalia,Inland sea,,Mediterranean Sea,Mediterranean,Eastern Mediterranean
1933,Bari,Land,Europe,Western Europe,Italy,Apulia
1934,Lucania,Land,Europe,Western Europe,Italy,Calabria
1935,Mitau,Land,Europe,Eastern Europe,Baltic,Curonia
1936,Kovno,Land,Europe,Eastern Europe,Baltic,Samogitia
1937,Grodno,Land,Europe,Eastern Europe,Ruthenia,Podlasie
1938,Wizna,Land,Europe,Eastern Europe,Poland,Mazovia
1939,Leczyca,Land,Europe,Eastern Europe,Poland,Central Poland
1940,Belz,Land,Europe,Eastern Europe,Poland,Red Ruthenia
1941,Turov,Land,Europe,Eastern Europe,Ruthenia,Pripyat
1942,Zhytomyr,Land,Europe,Eastern Europe,Ruthenia,West Dniepr
1943,Bratslav,Land,Europe,Eastern Europe,Ruthenia,Podolia
1944,Cherkasy,Land,Europe,Eastern Europe,Ruthenia,West Dniepr
1945,Severia,Land,Europe,Eastern Europe,Ruthenia,Chernigov
1946,Satara,Land,Asia,India,Deccan,Desh
1947,Gingee,Land,Asia,India,Coromandel,South Carnatic
1948,Bidar,Land,Asia,India,Deccan,Maidan
1949,Penukonda,Land,Asia,India,Deccan,Rayalaseema
1950,Meghalaya,Wasteland,Asia,,,
1951,Hunyad,Land,Europe,Eastern Europe,Carpathia,Southern Transylvania
1952,Maramaros,Land,Europe,Eastern Europe,Carpathia,Northern Transylvania
1953,Szabolcs,Land,Europe,Eastern Europe,Carpathia,Alföld
1954,Torontál,Land,Europe,Eastern Europe,Carpathia,Alföld
1955,Kholmogory,Land,Europe,Eastern Europe,Russia,Arkhangelsk
1956,Suzdal,Land,Europe,Eastern Europe,Russia,Suzdal
1957,Galich,Land,Europe,Eastern Europe,Ural,Galich
1958,Kargopol,Land,Europe,Eastern Europe,Russia,Pomorye
1959,Torzhok,Land,Europe,Eastern Europe,Russia,Novgorod
1960,Ostrov,Land,Europe,Eastern Europe,Russia,Pskov
1961,Ladoga,Land,Europe,Eastern Europe,Russia,South Karelia
1962,Kudymkar,Land,Europe,Eastern Europe,Ural,Kama
1963,Cherdyn,Land,Europe,Eastern Europe,Ural,Perm
1964,Ust-Sysolsk,Land,Europe,Eastern Europe,Ural,Perm
1965,Buzuluk,Land,Europe,Eastern Europe,Ural,Bashkiria
1966,Chelyaba,Land,Europe,Eastern Europe,Ural,Bashkiria
1967,Khujand,Land,Asia,Tartary,Central Asia,Ferghana
1968,Kulob,Land,Asia,Tartary,Central Asia,Khuttalan
1969,Sozak,Land,Asia,Tartary,Central Asia,Syr Darya
1970,Syghnak,Land,Asia,Tartary,Central Asia,Kyzylkum
1971,Beljamen,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
1972,Udmurtia,Land,Europe,Eastern Europe,Ural,Kama
1973,Urgench,Land,Asia,Tartary,Central Asia,Khiva
1974,Yedishkul,Land,Europe,Eastern Europe,Pontic Steppe,Yedisan
1975,North Sea,Open sea,,North Atlantic,North Atlantic,North Sea
1976,Dead Sea,Lake,,,,
1977,Mälaren,Lake,,,,
1978,Shetland,Land,Europe,Western Europe,Scandinavia,North Atlantic Islands
1979,Färöarna,Land,Europe,Western Europe,Scandinavia,North Atlantic Islands
1980,Hokuriku Coast,Inland sea,,West Pacific,East China Sea,Sea of Japan
1981,Bornholm,Land,Europe,Western Europe,Scandinavia,Denmark
1982,Blekinge,Land,Europe,Western Europe,Scandinavia,Skåneland
1983,Lolland,Land,Europe,Western Europe,Scandinavia,Denmark
1984,Nordjylland,Land,Europe,Western Europe,Scandinavia,North Jutland
1985,Närke,Land,Europe,Western Europe,Scandinavia,Västra Svealand
1986,New Caledonia,Land,Oceania,Oceania,Oceania,Melanesia
1987,Society Islands,Land,Oceania,Oceania,Oceania,Eastern Polynesia
1988,Rapanui,Land,Oceania,Oceania,Oceania,Eastern Polynesia
1989,Tonga,Land,Oceania,Oceania,Oceania,Polynesia
1990,Tuvalu,Land,Oceania,Oceania,Oceania,Polynesia
1991,Gilbert Islands,Land,Oceania,Oceania,Oceania,East Micronesia
1992,Nauru,Land,Oceania,Oceania,Oceania,Polynesia
1993,Marshall Islands,Land,Oceania,Oceania,Oceania,East Micronesia
1994,Wake,Land,Oceania,Oceania,Oceania,East Micronesia
1995,Micronesia,Land,Oceania,Oceania,Oceania,West Micronesia
1996,Palau,Land,Oceania,Oceania,Oceania,West Micronesia
1997,Midway,Land,Oceania,Oceania,Oceania,Northern Polynesia
1998,Christmas Island,Land,Asia,East Indies,Malaya,Indian Ocean Islands
1999,Cocos Island,Land,Asia,East Indies,Malaya,Indian Ocean Islands
2000,Qinghai Lake,Lake,,,,
2001,Siling Lake,Lake,,,,
2002,Galápagos Islands,Land,South America,Andes,Peru,Chimor
2003,Ktunaxa,Land,North America,North America,Cascadia,Interior Plateau
2004,Kainaa,Land,North America,North America,Hudson Bay,Alberta
2005,Assapasca,Land,North America,North America,Hudson Bay,Assiniboia
2006,Ashalaho,Land,North America,North America,Great Plains,Upper Missouri
2007,Sahnish,Land,North America,North America,Great Plains,South Dakota
2008,Sihasapa,Land,North America,North America,Great Plains,South Dakota
2009,Oglala,Land,North America,North America,Great Plains,Central Plains
2010,Pequot,Land,North America,North America,Northeast,Connecticut
2011,Senedo,Land,North America,North America,Southeast,Great Valley
2012,Ersegonteog,Land,North America,North America,Canada,Trois-Rivieres
2013,Allesikantekw,Land,North America,North America,Northeast,Maine
2014,Natchitoches,Land,North America,North America,Mississippi,Louisiana
2015,Outchibou,Land,North America,North America,Canada,Upper Ontario
2016,Amahami,Land,North America,North America,Hudson Bay,Red River of the North
2017,Matiyininiwak,Land,North America,North America,Hudson Bay,Alberta
2018,Tsuu T'ina,Land,North America,North America,Hudson Bay,Alberta
2019,Nimipu,Land,North America,North America,Cascadia,Snake River
2020,Banakwut,Land,North America,North America,Cascadia,Snake River
2021,Miwok,Land,North America,Central America,California,Alta California
2022,Haida,Land,North America,North America,Cascadia,Hecate Strait
2023,Munsee,Land,North America,North America,Northeast,Delaware Valley
2024,Garoowe,Land,Africa,Northern Africa,Horn of Africa,Majeerteen
2025,South Georgia,Land,South America,Andes,La Plata,South Atlantic Islands
2026,Tanjore,Land,Asia,India,Coromandel,Tanjore
2027,Arcot,Land,Asia,India,Coromandel,South Carnatic
2028,Mahur,Land,Asia,India,Deccan,North Telingana
2029,South Kanara,Land,Asia,India,Deccan,Kanara
2030,Goa,Land,Asia,India,Deccan,Kanara
2031,Morasanadu,Land,Asia,India,Deccan,Mysore
2032,Malenadu,Land,Asia,India,Deccan,Kanara
2033,Savanur,Land,Asia,India,Deccan,Raichur Doab
2034,Pune,Land,Asia,India,Deccan,Desh
2035,Gulbarga,Land,Asia,India,Deccan,Maidan
2036,Baglana,Land,Asia,India,Western India,Tapti
2037,Warangal,Land,Asia,India,Deccan,South Telingana
2038,Midnapore,Land,Asia,India,Bengal,Orissa
2039,Sunderbans,Land,Asia,India,Bengal,East Bengal
2040,Sadiya,Land,Asia,India,Bengal,Assam
2041,Manipur,Land,Asia,India,Bengal,Naga Hills
2042,Koch Hajo,Land,Asia,India,Bengal,Assam
2043,Balasore,Land,Asia,India,Bengal,Orissa
2044,Bhagalpur,Land,Asia,India,Bengal,Gaur
2045,Rangpur,Land,Asia,India,Bengal,North Bengal
2046,Nasirabad,Land,Asia,India,Bengal,North Bengal
2047,Tirhut,Land,Asia,India,Hindustan,Mithila
2048,Jeypore,Land,Asia,India,Bengal,Garjat
2049,Khurda,Land,Asia,India,Bengal,Orissa
2050,Chanda,Land,Asia,India,Deccan,Berar
2051,Gohilvad,Land,Asia,India,Western India,Ahmedabad
2052,Halar,Land,Asia,India,Western India,Saurashtra
2053,Patan,Land,Asia,India,Western India,Patan
2054,Ahmadabad,Land,Asia,India,Western India,Ahmedabad
2055,Gorakhpur,Land,Asia,India,Hindustan,Purvanchal
2056,Rewakantha,Land,Asia,India,Western India,Malwa
2057,Bhilsa,Land,Asia,India,Western India,Malwa
2058,Mewar,Land,Asia,India,Western India,Mewar
2059,Kalpi,Land,Asia,India,Hindustan,Bundelkhand
2060,Upper Doab,Land,Asia,India,Hindustan,Upper Doab
2061,Katehar,Land,Asia,India,Hindustan,Katehar
2062,Panipat,Land,Asia,India,Hindustan,Upper Doab
2063,Etawah,Land,Asia,India,Hindustan,Lower Doab
2064,Shekhawati,Land,Asia,India,Western India,Jaipur
2065,Bhattiana,Land,Asia,India,Hindustan,Sirhind
2066,Nagaur,Land,Asia,India,Western India,Jangladesh
2067,Gorwar,Land,Asia,India,Western India,Marwar
2068,Siwi,Land,Asia,Persia,Khorasan,Kalat
2069,Kumaon,Land,Asia,India,Hindustan,Himalayan Hills
2070,Chaubisi Rajya,Land,Asia,India,Hindustan,Nepal
2071,Limbuwan,Land,Asia,India,Hindustan,Nepal
2072,Bhakkar,Land,Asia,India,Western India,Northern Sindh
2073,Baltistan,Land,Asia,India,Hindustan,Kashmir
2074,Ladakh,Land,Asia,India,Hindustan,Kashmir
2075,Doaba,Land,Asia,India,Hindustan,Lahore
2076,Sialkot,Land,Asia,India,Hindustan,Lahore
2077,Margalla,Land,Asia,India,Hindustan,Sind Sagar
2078,Bannu,Land,Asia,India,Hindustan,Sind Sagar
2079,Derajat,Land,Asia,India,Hindustan,Multan
2080,Srikakulam,Land,Asia,India,Coromandel,Andhra
2081,Lakhnor,Land,Asia,India,Bengal,West Bengal
2082,Raipur,Land,Asia,India,Bengal,Upper Mahanadi
2083,Udayagiri,Land,Asia,India,Coromandel,North Carnatic
2084,Konaseema,Land,Asia,India,Coromandel,Andhra
2085,Tiruchirappalli,Land,Asia,India,Coromandel,Kongu
2086,Cholistan,Land,Asia,India,Hindustan,Multan
2087,Ajmer,Land,Asia,India,Western India,Mewar
2088,Umarkot,Land,Asia,India,Western India,Southern Sindh
2089,Chaul,Land,Asia,India,Deccan,Konkan
2090,Kurnool,Land,Asia,India,Deccan,Rayalaseema
2091,Tripura,Land,Asia,India,Bengal,Tripura
2092,Mahadeo,Land,Asia,India,Deccan,Gondwana
2093,Mandsaur,Land,Asia,India,Western India,Malwa
2094,Bahreich,Land,Asia,India,Hindustan,Oudh
2095,Varanasi,Land,Asia,India,Hindustan,Purvanchal
2096,Damin,Land,Asia,India,Bengal,Jharkhand
2097,Baghelkhand,Land,Asia,India,Hindustan,Baghelkhand
2098,Surguja,Land,Asia,India,Hindustan,Baghelkhand
2099,Kandy,Land,Asia,India,Coromandel,South Lanka
2100,Vanni,Land,Asia,India,Coromandel,North Lanka
2101,Tirunelveli,Land,Asia,India,Coromandel,Madura
2102,Urkan,Land,Asia,Far East,Manchuria,West Heilongjiangord
2103,Udi,Land,Asia,Far East,Manchuria,East Heilongjiangord
2104,Birija,Land,Asia,Far East,Manchuria,East Heilongjiangord
2105,Kuru,Land,Asia,Far East,Manchuria,South Ilin Hala
2106,Furdan,Land,Asia,Far East,Manchuria,Furdan
2107,Ningguta,Land,Asia,Far East,Manchuria,Ningguta
2108,Huncun,Land,Asia,Far East,Manchuria,Ningguta
2109,Boduna,Land,Asia,Tartary,Mongolia,Eastern Mongolia
2110,Yehe,Land,Asia,Far East,Manchuria,South Jilin
2111,Hetu Ala,Land,Asia,Far East,Manchuria,South Jilin
2112,Andong,Land,Asia,Far East,Manchuria,Liaoning
2113,Gaizhou,Land,Asia,Far East,Manchuria,Liaoning
2114,Ereen,Land,Asia,Tartary,Mongolia,Inner Mongolia
2115,Chahar,Land,Asia,Tartary,Mongolia,Chahar
2116,Ih Huree,Land,Asia,Tartary,Mongolia,Outer Mongolia
2117,Zasagt,Land,Asia,Tartary,Mongolia,Kobdo
2118,Urzhar,Land,Asia,Tartary,Mongolia,North Dzungaria
2119,Chuguchak,Land,Asia,Tartary,Mongolia,North Dzungaria
2120,Ili,Land,Asia,Tartary,Mongolia,South Dzungaria
2121,Kuqa,Land,Asia,Tartary,Central Asia,Central Altishahr
2122,Hami,Land,Asia,Tartary,Mongolia,Turpan-Kumul
2123,Qakilik,Land,Asia,Tartary,Central Asia,Shanshan
2124,Yarkand,Land,Asia,Tartary,Central Asia,Kashgaria
2125,Kochkor,Land,Asia,Tartary,Central Asia,Jetysuu
2126,Chuy,Land,Asia,Tartary,Central Asia,Jetysuu
2127,Yashilkul,Land,Asia,Tartary,Central Asia,Kashgaria
2128,Ngari,Land,Asia,Tartary,Tibet,Ngari
2129,Changtang,Wasteland,Asia,,,
2130,Nyingchi,Land,Asia,Tartary,Tibet,U
2131,Qamdo,Land,Asia,Tartary,Tibet,Kham
2132,Markam,Land,Asia,Tartary,Tibet,Kham
2133,Dege,Land,Asia,Tartary,Tibet,Kham
2134,Rebgong,Land,Asia,Tartary,Tibet,Amdo
2135,Garze,Land,Asia,Tartary,Tibet,Kham
2136,Xuanhua,Land,Asia,China,North China,North Hebei
2137,Daming,Land,Asia,China,North China,South Hebei
2138,Wuding,Land,Asia,China,North China,Shandong
2139,Laizhou,Land,Asia,China,North China,Shandong
2140,Yanzhou,Land,Asia,China,North China,Shandong
2141,Xuzhou,Land,Asia,China,North China,North Jiangsu
2142,Huai'an,Land,Asia,China,North China,North Jiangsu
2143,Fengyang,Land,Asia,China,North China,North Anhui
2144,Fuyang,Land,Asia,China,North China,North Anhui
2145,Zhenjiang,Land,Asia,China,South China,South Jiangsu
2146,Ningguo,Land,Asia,China,South China,South Anhui
2147,Huizhou,Land,Asia,China,South China,South Anhui
2148,Shaoxin,Land,Asia,China,South China,Zhejiang
2149,Ningbo,Land,Asia,China,South China,Zhejiang
2150,Jinhua,Land,Asia,China,South China,Zhejiang
2151,Poyang,Land,Asia,China,South China,Jiangxi
2152,Jianning,Land,Asia,China,South China,Fujian
2153,Tingzhou,Land,Asia,China,South China,Fujian
2154,Kelang,Land,Asia,China,South China,Taiwan
2155,Middag,Land,Asia,China,South China,Taiwan
2156,Chaochow,Land,Asia,China,South China,East Guangdong
2157,Waichow,Land,Asia,China,South China,East Guangdong
2158,Shiukwan,Land,Asia,China,South China,East Guangdong
2159,Leichow,Land,Asia,China,South China,West Guangdong
2160,Ngaichow,Land,Asia,China,South China,West Guangdong
2161,Limchow,Land,Asia,China,South China,West Guangdong
2162,Ngchow,Land,Asia,China,South China,Guangxi
2163,Liuzhou,Land,Asia,China,South China,Guangxi
2164,Namning,Land,Asia,China,South China,Guangxi
2165,Pu'er,Land,Asia,China,Xinan,Yun-Gui Frontier
2166,Dehong,Land,Asia,China,Xinan,Yun-Gui Frontier
2167,Lijiang,Land,Asia,China,Xinan,Yun-Gui Frontier
2168,Bozhou,Land,Asia,China,Xinan,Chuannan
2169,Langzhong,Land,Asia,China,Xinan,Chuanbei
2170,Songqu,Land,Asia,China,Xinan,Chuanbei
2171,Xiangyang,Land,Asia,China,South China,Hubei
2172,Jingzhou,Land,Asia,China,South China,Hubei
2173,Yuanling,Land,Asia,China,South China,Hunan
2174,Hengyang,Land,Asia,China,South China,Hunan
2175,Runing,Land,Asia,China,North China,South Henan
2176,Shangqiu,Land,Asia,China,North China,South Henan
2177,Ningwu,Land,Asia,China,North China,Shanxi
2178,Lu'an,Land,Asia,China,North China,Shanxi
2179,Yan'an,Land,Asia,China,North China,Shaanxi
2180,Tianshui,Land,Asia,China,North China,East Gansu
2181,Pingliang,Land,Asia,China,North China,East Gansu
2182,Liangzhou,Land,Asia,China,North China,West Gansu
2183,Taozhou,Land,Asia,China,North China,East Gansu
2184,Xining,Land,Asia,China,North China,West Gansu
2185,Mergen,Land,Asia,Far East,Manchuria,Central Heilongjiang
2186,Iman,Land,Asia,Far East,Manchuria,Furdan
2187,Sartu,Land,Asia,Tartary,Mongolia,Eastern Mongolia
2188,Alchuka,Land,Asia,Far East,Manchuria,South Jilin
2189,Tsetserleg,Land,Asia,Tartary,Mongolia,Uliastai
2190,Qaraqorum,Land,Asia,Tartary,Mongolia,Uliastai
2191,Ejin,Land,Asia,Tartary,Mongolia,Ordos
2192,Korla,Land,Asia,Tartary,Central Asia,Central Altishahr
2193,Govi,Land,Asia,Tartary,Mongolia,Gobi
2194,Qilian,Wasteland,Asia,,,
2195,Adyghe,Land,Europe,Persia,Caucasia,Circassia
2196,Guria,Land,Europe,Persia,Caucasia,Samtskhe
2197,Kabardia,Land,Europe,Persia,Caucasia,Circassia
2198,Khundzia,Land,Europe,Persia,Caucasia,Dagestan
2199,Tarki,Land,Europe,Persia,Caucasia,Dagestan
2200,Suleiman Range,Wasteland,Asia,,,
2201,Alania,Land,Europe,Persia,Caucasia,Circassia
2202,Melikates,Land,Asia,Persia,Caucasia,Armenia
2203,Kakheti,Land,Europe,Persia,Caucasia,Kartli-Kakheti
2204,Kars,Land,Europe,Persia,Caucasia,Samtskhe
2205,Nakhchivan,Land,Asia,Persia,Caucasia,Armenia
2206,Urmia,Land,Asia,Persia,Persia,Tabriz
2207,Maragheh,Land,Asia,Persia,Persia,Tabriz
2208,Terek,Land,Europe,Persia,Caucasia,Dagestan
2209,Ilam,Land,Asia,Persia,Persia,Luristan
2210,Kirmanshah,Land,Asia,Persia,Persia,Luristan
2211,Ardalan,Land,Asia,Persia,Persia,Shahrizor
2212,Zanjan,Land,Asia,Persia,Persia,Azerbaijan
2213,Qom,Land,Asia,Persia,Persia,Iraq-e-Ajam
2214,Golestan,Land,Asia,Persia,Persia,Tabarestan
2215,Qazvin,Land,Asia,Persia,Persia,Azerbaijan
2216,Semnan,Land,Asia,Persia,Persia,Iraq-e-Ajam
2217,Yasuj,Land,Asia,Persia,Persia,Khuzestan
2218,Shiraz,Land,Asia,Persia,Persia,Farsistan
2219,Bandar Langeh,Land,Asia,Persia,Persia,Gulf Coast
2220,Bam,Land,Asia,Persia,Persia,Kerman
2221,Mashhad,Land,Asia,Persia,Khorasan,Mashhad
2222,Ardakan,Land,Asia,Persia,Persia,Isfahan
2223,Larestan,Land,Asia,Persia,Persia,Gulf Coast
2224,Ferah,Land,Asia,Persia,Khorasan,Sistan
2225,Bamyan,Land,Asia,Persia,Khorasan,Ghor
2226,Jalalabad,Land,Asia,Persia,Khorasan,Kabulistan
2227,Kunduz,Land,Asia,Persia,Khorasan,Balkh
2228,Maymana,Land,Asia,Persia,Khorasan,Balkh
2229,Bust,Land,Asia,Persia,Khorasan,Sistan
2230,Chakhansur,Land,Asia,Persia,Khorasan,Sistan
2231,Bela,Land,Asia,Persia,Khorasan,Makran
2232,Kharan,Land,Asia,Persia,Khorasan,Makran
2233,Chabahar,Land,Asia,Persia,Khorasan,Makran
2234,Rafsanjan,Land,Asia,Persia,Persia,Kerman
2235,Sabzevar,Land,Asia,Persia,Khorasan,Mashhad
2236,Bojnord,Land,Asia,Persia,Khorasan,Mashhad
2237,Tekrur,Land,Africa,Northern Africa,Niger,Tekrur
2238,Kantor,Land,Africa,Northern Africa,Guinea,Futa Jallon
2239,Siine,Land,Africa,Northern Africa,Guinea,Jolof
2240,Galam,Land,Africa,Northern Africa,Niger,Tekrur
2241,Beafada,Land,Africa,Northern Africa,Guinea,Guinea
2242,Karou,Land,Africa,Northern Africa,Guinea,Guinea
2243,Termes,Land,Africa,Northern Africa,Sahel,Baghena
2244,Tagant,Land,Africa,Northern Africa,Niger,Tekrur
2245,Wagadu,Land,Africa,Northern Africa,Sahel,Baghena
2246,Baghena,Land,Africa,Northern Africa,Sahel,Baghena
2247,Hodh,Land,Africa,Northern Africa,Sahel,Baghena
2248,Do,Land,Africa,Northern Africa,Niger,Manding
2249,Sibiridugu,Land,Africa,Northern Africa,Niger,Massina
2250,Bendugu,Land,Africa,Northern Africa,Niger,Massina
2251,Guinea,Wasteland,Africa,,,
2252,Lobi,Land,Africa,Northern Africa,Niger,Kong
2253,Gwiriko,Land,Africa,Northern Africa,Niger,Kong
2254,Bonoman,Land,Africa,Northern Africa,Niger,Lower Volta
2255,Gyaaman,Land,Africa,Northern Africa,Niger,Lower Volta
2256,Dagbon,Land,Africa,Northern Africa,Niger,Lower Volta
2257,Denkyira,Land,Africa,Northern Africa,Guinea,West African Coast
2258,Cape Coast,Land,Africa,Northern Africa,Guinea,West African Coast
2259,Sah,Land,Africa,Northern Africa,Niger,Jenne
2260,Mema,Land,Africa,Northern Africa,Sahel,Niger Bend
2261,Kala,Land,Africa,Northern Africa,Niger,Jenne
2262,Karabara,Land,Africa,Northern Africa,Sahel,Niger Bend
2263,Haayre,Land,Africa,Northern Africa,Niger,Jenne
2264,Hombori,Land,Africa,Northern Africa,Sahel,Niger Bend
2265,Liptako,Land,Africa,Northern Africa,Niger,Upper Volta
2266,Bilanga,Land,Africa,Northern Africa,Niger,Upper Volta
2267,Tenkodogo,Land,Africa,Northern Africa,Niger,Lower Volta
2268,Aribanda,Land,Africa,Northern Africa,Sahel,Dendi
2269,Zarmaganda,Land,Africa,Northern Africa,Sahel,Dendi
2270,Dallol,Land,Africa,Northern Africa,Sahel,Dendi
2271,Azawagh,Land,Africa,Northern Africa,Sahel,Western Sahara
2272,Azbin,Land,Africa,Northern Africa,Sahel,West Azbin
2273,Ader,Land,Africa,Northern Africa,Sahel,West Azbin
2274,Air,Land,Africa,Northern Africa,Sahel,West Azbin
2275,Tenere,Land,Africa,Northern Africa,Sahel,East Azbin
2276,Itesan,Land,Africa,Northern Africa,Sahel,West Azbin
2277,Kawar,Land,Africa,Northern Africa,Sahel,East Azbin
2278,Kebbi,Land,Africa,Northern Africa,Niger,Zazzau
2279,Daura,Land,Africa,Northern Africa,Niger,Katsina
2280,Biram,Land,Africa,Northern Africa,Niger,Kano
2281,Rano,Land,Africa,Northern Africa,Niger,Kano
2282,Muniyo,Land,Africa,Northern Africa,Sahel,Bornu
2283,Bedde,Land,Africa,Northern Africa,Sahel,Bornu
2284,Manga,Land,Africa,Northern Africa,Sahel,Bornu
2285,Marghi,Land,Africa,Northern Africa,Niger,Adamawa Plateau
2286,Logone,Land,Africa,Northern Africa,Sahel,Kanem
2287,Kotoko,Land,Africa,Northern Africa,Sahel,Kanem
2288,Yao,Land,Africa,Northern Africa,Sahel,Kanem
2289,Ondo,Land,Africa,Northern Africa,Guinea,Benin
2290,Ijebu,Land,Africa,Northern Africa,Guinea,Benin
2291,Ketu,Land,Africa,Northern Africa,Niger,Atacora Oueme
2292,Moshi,Land,Africa,Northern Africa,Niger,Atacora Oueme
2293,Yawuri,Land,Africa,Northern Africa,Niger,Zazzau
2294,Warri,Land,Africa,Northern Africa,Guinea,Benin
2295,Atakora,Land,Africa,Northern Africa,Niger,Atacora Oueme
2296,Karasi,Land,Europe,Levant,Anatolia,Hüdavendigar
2297,Saruhan,Land,Europe,Levant,Anatolia,Aydin
2298,Tekke,Land,Europe,Levant,Anatolia,Aydin
2299,Bolu,Land,Europe,Levant,Anatolia,Karadeniz
2300,Bozok,Land,Europe,Levant,Anatolia,Rum
2301,Kayseri,Land,Europe,Levant,Anatolia,Karaman
2302,Içel,Land,Europe,Levant,Anatolia,Çukurova
2303,Malatya,Land,Europe,Levant,Anatolia,Dulkadir
2304,Canik,Land,Europe,Levant,Anatolia,Karadeniz
2305,Erzincan,Land,Europe,Levant,Anatolia,Erzurum
2306,Mush,Land,Asia,Levant,Anatolia,Kurdistan
2307,Van,Land,Asia,Levant,Anatolia,Kurdistan
2308,Urfa,Land,Asia,Levant,Anatolia,Dulkadir
2309,Sinjar,Land,Asia,Levant,Mashriq,Al Jazira
2310,Tikrit,Land,Asia,Levant,Mashriq,Iraq Arabi
2311,Samawat,Land,Asia,Levant,Mashriq,Basra
2312,Wasit,Land,Asia,Levant,Mashriq,Basra
2313,Antioch,Land,Asia,Levant,Mashriq,Aleppo
2314,Rahba,Land,Asia,Levant,Mashriq,Al Jazira
2315,Suez,Land,Africa,Levant,Egypt,Red Sea Hills
2316,Al Gharbia,Land,Africa,Levant,Egypt,Bahari
2317,Minya,Land,Africa,Levant,Egypt,Vostani
2318,Bahiriya,Land,Africa,Levant,Egypt,al-Wahat
2319,Manfalut,Land,Africa,Levant,Egypt,Said
2320,Ras Gharib,Land,Africa,Levant,Egypt,Red Sea Hills
2321,Queseer,Land,Africa,Levant,Egypt,Red Sea Hills
2322,Wadi Halfa,Land,Africa,Levant,Egypt,Lower Nubia
2323,Sahra an Nübyah,Land,Africa,Levant,Egypt,Lower Nubia
2324,Halaib,Land,Africa,Northern Africa,Horn of Africa,Red Sea Coast
2325,Tarrana,Land,Africa,Levant,Egypt,Cyrenaica
2326,Bardiyah,Land,Africa,Levant,Egypt,Cyrenaica
2327,Maan,Land,Asia,Levant,Mashriq,Transjordan
2328,Al Ula,Land,Asia,Levant,Arabia,Tabuk
2329,Yanbu,Land,Asia,Levant,Arabia,Medina
2330,Ma'din Sulaym,Land,Asia,Levant,Arabia,Medina
2331,Jeddah,Land,Asia,Levant,Arabia,Mecca
2332,Turubah,Land,Asia,Levant,Arabia,Mecca
2333,Zufra,Land,Asia,Levant,Arabia,Pirate Coast
2334,Badiyat ash Sham,Wasteland,Asia,,,
2335,Dawasir,Land,Asia,Levant,Arabia,al-Yamamah
2336,Aflaj,Land,Asia,Levant,Arabia,al-Yamamah
2337,Buraydah,Land,Asia,Levant,Arabia,al-Qasim
2338,Hafar,Land,Asia,Levant,Arabia,An Nafud
2339,Yabrin,Land,Asia,Levant,Arabia,al-Yamamah
2340,Grane,Land,Asia,Levant,Arabia,Bahrain
2341,Masirah,Land,Asia,Levant,Arabia,Dhofar
2342,Wusta,Land,Asia,Levant,Arabia,Dhofar
2343,Kathiri,Land,Asia,Levant,Arabia,Hadramut
2344,Marib,Land,Asia,Levant,Arabia,Upper Yemen
